,Immoweb ID,Property type,property sub-type,Price,Post code,Building condition,Kitchen type,Bedrooms,Furnished,Terrace surface,Tenement building,Number of frontages,Swimming pool,How many fireplaces?,Garden,Garden orientation,Garden surface,Terrace,Surface of the plot
13695,9675840,HOUSE,MIXED_USE_BUILDING,295000.0,5330,To restore,Installed,3.0,,,Yes,3.0,,,,,,,240.0
13696,9353695,HOUSE,MIXED_USE_BUILDING,339000.0,2270,,USA installed,3.0,,,Yes,2.0,,,,,,Yes,165.0
13697,9306842,HOUSE,MIXED_USE_BUILDING,395000.0,1300,As new,Installed,2.0,No,7.0,Yes,2.0,,,,,,,95.0
13698,9405205,HOUSE,MIXED_USE_BUILDING,395000.0,9500,Good,Hyper equipped,6.0,,,Yes,2.0,,,,,42.0,Yes,691.0
13699,9508860,HOUSE,MIXED_USE_BUILDING,449000.0,3800,,Installed,2.0,No,20.0,Yes,2.0,No,,Yes,West,,,109.0
13700,9602326,HOUSE,MIXED_USE_BUILDING,595000.0,1860,Good,Installed,4.0,No,21.0,Yes,2.0,,,,,28.0,,119.0
13701,9150021,HOUSE,MIXED_USE_BUILDING,620000.0,9700,,,,No,,Yes,2.0,,,,,,,174.0
13702,9565121,HOUSE,MIXED_USE_BUILDING,630000.0,3700,As new,USA hyper equipped,4.0,No,85.0,Yes,2.0,No,,,,240.0,,388.0
13703,9653205,HOUSE,MIXED_USE_BUILDING,675000.0,2500,As new,Semi equipped,,,,Yes,2.0,,,,,165.0,Yes,334.0
13704,9537302,HOUSE,MIXED_USE_BUILDING,715000.0,9000,As new,Installed,5.0,,25.0,Yes,2.0,,,,South,20.0,,136.0
13705,9578787,HOUSE,MIXED_USE_BUILDING,815000.0,7000,To be done up,Installed,18.0,,,Yes,3.0,,,,,,,580.0
13706,9641496,HOUSE,MIXED_USE_BUILDING,850000.0,1060,Good,Semi equipped,5.0,No,10.0,Yes,2.0,No,,,,,,86.0
13707,9717588,HOUSE,MIXED_USE_BUILDING,135000.0,6060,To renovate,,3.0,No,,Yes,1.0,,,,,,,150.0
13708,9727324,HOUSE,MIXED_USE_BUILDING,199000.0,4020,To renovate,Not installed,,,,Yes,2.0,No,,,,,,60.0
13709,9727148,HOUSE,MIXED_USE_BUILDING,595000.0,2018,To renovate,,7.0,No,,Yes,2.0,,,,,,,110.0
13710,9568528,HOUSE,MIXED_USE_BUILDING,155000.0,3300,To be done up,Installed,3.0,No,40.0,Yes,2.0,,,,,,,191.0
13711,9603769,HOUSE,MIXED_USE_BUILDING,155000.0,4990,Good,,2.0,No,,Yes,3.0,,,,,,,45.0
13712,9538793,HOUSE,MIXED_USE_BUILDING,199000.0,7540,Good,Installed,2.0,,,Yes,3.0,,,,,,,110.0
13713,9437751,HOUSE,MIXED_USE_BUILDING,265000.0,9300,To renovate,Installed,5.0,No,,Yes,2.0,,,,,100.0,,762.0
13714,9073351,HOUSE,MIXED_USE_BUILDING,279000.0,9300,To be done up,Semi equipped,2.0,No,,Yes,2.0,,,,,,,80.0
13715,8754012,HOUSE,MIXED_USE_BUILDING,295000.0,9300,To renovate,Installed,5.0,,,Yes,2.0,,,,,100.0,,762.0
13716,9006954,HOUSE,MIXED_USE_BUILDING,378000.0,2020,,,2.0,No,,Yes,,,,,,,,115.0
13717,9605152,HOUSE,MIXED_USE_BUILDING,449000.0,9310,Good,Installed,4.0,No,,Yes,2.0,,,,,,,696.0
13718,9417425,HOUSE,MIXED_USE_BUILDING,475000.0,9100,Good,,2.0,No,,Yes,2.0,,,,,,,68.0
13719,9700627,HOUSE,MIXED_USE_BUILDING,490000.0,1000,To renovate,Not installed,3.0,No,,Yes,3.0,,,,,,,40.0
13720,9120522,HOUSE,MIXED_USE_BUILDING,599000.0,9700,Good,,,No,,Yes,3.0,,,,,,,
13721,9679831,HOUSE,MIXED_USE_BUILDING,696000.0,9170,Just renovated,Installed,3.0,No,,Yes,4.0,,,,,,Yes,1828.0
13722,9661514,HOUSE,MIXED_USE_BUILDING,749000.0,2270,,Installed,4.0,,,Yes,3.0,,,,,,,694.0
13723,9657320,HOUSE,MIXED_USE_BUILDING,845000.0,3740,,Installed,3.0,No,,Yes,4.0,No,,Yes,South,,,2001.0
13724,9678138,HOUSE,MIXED_USE_BUILDING,850000.0,3840,Good,,3.0,No,,Yes,2.0,No,,,,,Yes,164.0
13725,9579924,HOUSE,MIXED_USE_BUILDING,475000.0,8700,As new,Hyper equipped,4.0,No,1.0,Yes,4.0,No,1.0,,,1.0,,803.0
13726,9521042,HOUSE,MIXED_USE_BUILDING,265000.0,3940,,,3.0,No,,Yes,3.0,,,,,,,
13727,9713977,HOUSE,MIXED_USE_BUILDING,550000.0,7110,As new,Installed,3.0,No,,Yes,,,,,,,,
13728,9603780,HOUSE,MIXED_USE_BUILDING,129000.0,6690,,Installed,3.0,No,,Yes,2.0,,,,,,Yes,514.0
13729,8586412,HOUSE,MIXED_USE_BUILDING,165000.0,7110,Good,Installed,3.0,No,,Yes,2.0,No,,,,,Yes,
13730,9652844,HOUSE,MIXED_USE_BUILDING,169000.0,3770,To be done up,Installed,2.0,No,,Yes,2.0,,,,,,,485.0
13731,9661184,HOUSE,MIXED_USE_BUILDING,239000.0,8972,To be done up,Installed,3.0,No,,Yes,2.0,,,,,,,168.0
13732,9583040,HOUSE,MIXED_USE_BUILDING,265000.0,4610,To be done up,,5.0,No,,Yes,2.0,,,,,,,124.0
13733,9409268,HOUSE,MIXED_USE_BUILDING,315000.0,4020,To be done up,,3.0,,,Yes,2.0,,,,,,,150.0
13734,9538722,HOUSE,MIXED_USE_BUILDING,349000.0,9220,Good,Hyper equipped,4.0,,30.0,Yes,2.0,,,,,,,434.0
13735,9488984,HOUSE,MIXED_USE_BUILDING,350000.0,4830,Good,,5.0,,,Yes,3.0,,,,,,,650.0
13736,8584543,HOUSE,MIXED_USE_BUILDING,374900.0,6673,To renovate,,9.0,,,Yes,4.0,,,,,,,7325.0
13737,9601250,HOUSE,MIXED_USE_BUILDING,375000.0,7100,Good,Semi equipped,3.0,No,,Yes,2.0,No,,,,,,
13738,9422169,HOUSE,MIXED_USE_BUILDING,448000.0,1030,To renovate,Semi equipped,5.0,No,,Yes,2.0,,,,,,,
13739,9032824,HOUSE,MIXED_USE_BUILDING,448000.0,1030,To renovate,Semi equipped,5.0,No,,Yes,2.0,,,,,,,
13740,9613638,HOUSE,MIXED_USE_BUILDING,460000.0,6700,Just renovated,,,No,,Yes,3.0,,,,,,,
13741,9368376,HOUSE,MIXED_USE_BUILDING,475000.0,2340,Good,Semi equipped,,,,Yes,3.0,,,,,,,380.0
13742,9655935,HOUSE,MIXED_USE_BUILDING,495000.0,1000,To renovate,Installed,6.0,No,,Yes,2.0,,,,,,,70.0
13744,9510700,HOUSE,MIXED_USE_BUILDING,525000.0,2650,To renovate,Semi equipped,4.0,No,12.0,Yes,2.0,,,,,,,566.0
13745,9618403,HOUSE,MIXED_USE_BUILDING,670000.0,1331,Good,,4.0,,88.0,Yes,4.0,,,,,,,1658.0
13746,9711970,HOUSE,MIXED_USE_BUILDING,599000.0,2060,Good,Semi equipped,6.0,,,Yes,2.0,,,,,,,238.0
13747,9714423,HOUSE,MIXED_USE_BUILDING,389000.0,9700,Just renovated,,4.0,,,Yes,,,,,,,,537.0
13748,9713060,HOUSE,MIXED_USE_BUILDING,385000.0,2650,,,2.0,,,Yes,2.0,,,,,,,210.0
13749,9464099,HOUSE,MIXED_USE_BUILDING,100000.0,6030,To be done up,USA semi equipped,3.0,No,,Yes,2.0,,,,,,,100.0
13750,9699481,HOUSE,MIXED_USE_BUILDING,199000.0,4020,Good,Semi equipped,4.0,No,,Yes,2.0,,,,,,,
13751,6805994,HOUSE,MIXED_USE_BUILDING,219000.0,7700,Good,Installed,2.0,,60.0,Yes,2.0,,,,,,,234.0
13752,9377528,HOUSE,MIXED_USE_BUILDING,280000.0,4000,To be done up,,18.0,,,Yes,3.0,,,,,,Yes,220.0
13754,8811109,HOUSE,MIXED_USE_BUILDING,385000.0,6890,,Installed,6.0,No,52.0,Yes,4.0,No,2.0,,,,,2400.0
13755,9538596,HOUSE,MIXED_USE_BUILDING,399000.0,5537,As new,Installed,4.0,No,70.0,Yes,3.0,No,,,,,,1016.0
13756,9617659,HOUSE,MIXED_USE_BUILDING,475000.0,3770,,Installed,3.0,No,,Yes,3.0,,,Yes,South East,,,1690.0
13757,8897162,HOUSE,MIXED_USE_BUILDING,513000.0,5580,To be done up,Semi equipped,,No,,Yes,,,,,,,,290.0
13758,9589017,HOUSE,MIXED_USE_BUILDING,949000.0,3970,,Installed,3.0,No,,Yes,,,,,,,,231.0
13759,9716535,HOUSE,MIXED_USE_BUILDING,429000.0,1480,,Not installed,4.0,No,,Yes,,,,,,,,242.0
13760,9563441,HOUSE,MIXED_USE_BUILDING,279000.0,2100,Good,Installed,3.0,No,20.0,Yes,2.0,No,,,,,,198.0
13761,9569133,HOUSE,MIXED_USE_BUILDING,347500.0,9340,,Installed,3.0,,33.0,Yes,,No,,Yes,South East,,,125.0
13762,9614772,HOUSE,MIXED_USE_BUILDING,579000.0,2620,Good,Hyper equipped,3.0,,,Yes,2.0,,,,,,,430.0
13763,9653370,HOUSE,MIXED_USE_BUILDING,765000.0,1400,Just renovated,USA semi equipped,4.0,,,Yes,3.0,No,,,,,Yes,
13764,9587553,HOUSE,MIXED_USE_BUILDING,1250000.0,1930,Good,,8.0,,,Yes,3.0,,,,,,Yes,
13765,9405126,HOUSE,MIXED_USE_BUILDING,1500000.0,1000,Good,,3.0,No,,Yes,2.0,,,,,,,
13766,9688071,HOUSE,MIXED_USE_BUILDING,429000.0,5650,As new,Not installed,2.0,No,,Yes,4.0,No,1.0,,,50.0,,610.0
13767,9723643,HOUSE,MIXED_USE_BUILDING,290000.0,4020,Good,Not installed,,,,Yes,2.0,No,,,,,,125.0
13768,9618582,HOUSE,MIXED_USE_BUILDING,140000.0,7134,To renovate,,2.0,,,Yes,3.0,,,,,,,790.0
13769,9467494,HOUSE,MIXED_USE_BUILDING,195000.0,7110,To renovate,Not installed,2.0,No,,Yes,2.0,No,,,,,,230.0
13770,9622320,HOUSE,MIXED_USE_BUILDING,295000.0,2100,To renovate,,3.0,No,,Yes,2.0,,,,,,,300.0
13771,9513371,HOUSE,MIXED_USE_BUILDING,329000.0,6240,As new,,4.0,No,,Yes,3.0,,,,,,Yes,250.0
13772,9674378,HOUSE,MIXED_USE_BUILDING,349000.0,3800,,,2.0,No,,Yes,2.0,,,,,,,458.0
13773,9689072,HOUSE,MIXED_USE_BUILDING,352000.0,2300,Good,Installed,4.0,No,,Yes,3.0,No,,,,80.0,,383.0
13774,9501023,HOUSE,MIXED_USE_BUILDING,420000.0,9300,Good,Installed,6.0,,,Yes,3.0,,,,,,Yes,
13775,8319766,HOUSE,MIXED_USE_BUILDING,460000.0,4800,,Not installed,4.0,No,,Yes,2.0,,,,,,,60.0
13776,9351904,HOUSE,MIXED_USE_BUILDING,495000.0,7100,As new,,3.0,No,,Yes,3.0,No,,,,,,144.0
13777,9674212,HOUSE,MIXED_USE_BUILDING,584000.0,1640,As new,USA hyper equipped,5.0,,30.0,Yes,3.0,,,,,200.0,,285.0
13778,9700333,HOUSE,MIXED_USE_BUILDING,619000.0,1080,Good,Semi equipped,4.0,No,,Yes,3.0,,,,,,,109.0
13779,9427208,HOUSE,MIXED_USE_BUILDING,695000.0,2930,To be done up,USA semi equipped,4.0,,25.0,Yes,3.0,,,,,,,205.0
13780,9527547,HOUSE,MIXED_USE_BUILDING,850000.0,1910,As new,USA hyper equipped,4.0,Yes,47.0,Yes,4.0,,,,,,,1505.0
13781,9671804,HOUSE,MIXED_USE_BUILDING,1250000.0,1070,To renovate,Semi equipped,6.0,No,,Yes,2.0,,,,,,,445.0
13782,9622399,HOUSE,MIXED_USE_BUILDING,1490000.0,1000,To renovate,,9.0,No,,Yes,2.0,No,,,,,Yes,375.0
13783,9622400,HOUSE,MIXED_USE_BUILDING,1490000.0,1210,To renovate,,9.0,No,,Yes,2.0,No,,,,,Yes,375.0
13784,9711151,HOUSE,MIXED_USE_BUILDING,595000.0,3500,,,5.0,,,Yes,2.0,,,,,,Yes,200.0
13785,9722221,HOUSE,MIXED_USE_BUILDING,419000.0,7500,To renovate,,4.0,No,,Yes,2.0,,,Yes,North East,,,310.0
13786,9712966,HOUSE,MIXED_USE_BUILDING,799000.0,3460,As new,,,,,Yes,4.0,,,,,,,3452.0
13787,9720200,HOUSE,MIXED_USE_BUILDING,600000.0,5310,,,3.0,No,,Yes,4.0,Yes,,,South West,3000.0,,3700.0
13788,9345297,HOUSE,MIXED_USE_BUILDING,199000.0,4030,To be done up,Semi equipped,4.0,No,,Yes,2.0,No,,,,,Yes,110.0
13789,7914157,HOUSE,MIXED_USE_BUILDING,225000.0,4851,,Installed,5.0,,,Yes,3.0,,,,,,Yes,
13791,9679167,HOUSE,MIXED_USE_BUILDING,295000.0,9300,To renovate,Installed,,No,,Yes,2.0,,,,,,,110.0
13792,9056398,HOUSE,MIXED_USE_BUILDING,304000.0,4651,To be done up,,4.0,No,,Yes,4.0,,,,,,,15000.0
13793,9610988,HOUSE,MIXED_USE_BUILDING,435000.0,1760,Good,Hyper equipped,2.0,,,Yes,3.0,,,,,,Yes,743.0
13794,9622693,HOUSE,MIXED_USE_BUILDING,1300000.0,2520,As new,,,,,Yes,4.0,,,,,,,915.0
13795,9728146,HOUSE,MIXED_USE_BUILDING,69900.0,4420,To renovate,,2.0,No,,Yes,2.0,,,,,,,90.0
13796,9476237,HOUSE,MIXED_USE_BUILDING,139000.0,4100,To be done up,,2.0,,,Yes,2.0,,,,,,,179.0
13797,9590987,HOUSE,MIXED_USE_BUILDING,169000.0,3800,,,5.0,No,,Yes,3.0,,,,,,,
13798,9646411,HOUSE,MIXED_USE_BUILDING,239000.0,7712,To renovate,Not installed,5.0,No,,Yes,2.0,No,,,,300.0,Yes,545.0
13799,9688480,HOUSE,MIXED_USE_BUILDING,399000.0,3700,To renovate,,5.0,,,Yes,4.0,,,,,,Yes,3256.0
13800,9446739,HOUSE,MIXED_USE_BUILDING,425000.0,6800,,Installed,2.0,,,Yes,4.0,,,,,,,1247.0
13801,9431618,HOUSE,MIXED_USE_BUILDING,495000.0,4880,To be done up,,3.0,No,,Yes,2.0,,,,,,Yes,687.0
13802,9582528,HOUSE,MIXED_USE_BUILDING,525000.0,6700,Good,,3.0,,,Yes,2.0,,,,,,,
13803,9579708,HOUSE,MIXED_USE_BUILDING,550000.0,1070,Good,,3.0,,16.0,Yes,2.0,,,,,,,
13804,9622322,HOUSE,MIXED_USE_BUILDING,715000.0,2000,,,2.0,No,,Yes,2.0,,,,,,Yes,98.0
13805,9084203,HOUSE,MIXED_USE_BUILDING,930000.0,2018,,Hyper equipped,10.0,Yes,,Yes,2.0,,,,,,,61.0
13806,9230054,HOUSE,MIXED_USE_BUILDING,995000.0,4800,Good,Not installed,,No,,Yes,2.0,,,,,,,305.0
13807,9639814,HOUSE,MIXED_USE_BUILDING,1250000.0,1070,Good,Installed,2.0,No,,Yes,2.0,No,,,,,,530.0
13808,9686275,HOUSE,MIXED_USE_BUILDING,3100000.0,1000,Good,USA semi equipped,30.0,No,,Yes,2.0,No,,,,,,110.0
13809,9727525,HOUSE,MIXED_USE_BUILDING,240000.0,7181,To restore,,5.0,,,Yes,3.0,,,,,,,624.0
13810,9320574,HOUSE,MIXED_USE_BUILDING,175000.0,7000,Just renovated,,2.0,No,,Yes,2.0,,,,,,,
13811,9464680,HOUSE,MIXED_USE_BUILDING,190000.0,4821,,,4.0,,,Yes,2.0,,,,,,,386.0
13812,9662619,HOUSE,MIXED_USE_BUILDING,265000.0,3200,To renovate,Semi equipped,2.0,No,,Yes,2.0,,,,,,,204.0
13813,9059862,HOUSE,MIXED_USE_BUILDING,375000.0,5537,As new,Hyper equipped,3.0,,,Yes,4.0,,,Yes,South West,,Yes,680.0
13814,9491481,HOUSE,MIXED_USE_BUILDING,400000.0,7390,As new,Installed,4.0,No,,Yes,2.0,,,,,170.0,Yes,
13815,9074212,HOUSE,MIXED_USE_BUILDING,735000.0,3680,Good,,,No,,Yes,3.0,No,,,,,,2200.0
13816,9169298,HOUSE,MIXED_USE_BUILDING,895000.0,1050,Good,,,No,,Yes,2.0,,,,,90.0,,178.0
13817,9682683,HOUSE,MIXED_USE_BUILDING,895000.0,1570,As new,USA hyper equipped,4.0,No,250.0,Yes,4.0,,,,,3800.0,,3800.0
13818,9659636,HOUSE,MIXED_USE_BUILDING,1050000.0,2650,As new,,,,,Yes,4.0,,,,,,,694.0
13819,9716844,HOUSE,MIXED_USE_BUILDING,450000.0,1745,,Installed,4.0,No,,Yes,3.0,No,1.0,,,,,919.0
13820,9686278,HOUSE,MIXED_USE_BUILDING,440000.0,1000,To be done up,Semi equipped,,No,,Yes,2.0,,,,,,,66.0
13821,9719049,HOUSE,MIXED_USE_BUILDING,995000.0,9150,,Installed,7.0,,,Yes,4.0,Yes,,,,,,3199.0
13822,9592978,HOUSE,MIXED_USE_BUILDING,159000.0,5380,Good,Installed,,Yes,,Yes,4.0,No,,,West,550.0,,663.0
13823,9631308,HOUSE,MIXED_USE_BUILDING,235000.0,9000,As new,,,,,Yes,2.0,,,,,,,
13824,9648115,HOUSE,MIXED_USE_BUILDING,325000.0,8880,To be done up,,5.0,,,Yes,3.0,,,,,,,
13825,9572040,HOUSE,MIXED_USE_BUILDING,375000.0,1070,As new,Hyper equipped,3.0,No,15.0,Yes,2.0,,,,,,,
13827,9440343,HOUSE,MIXED_USE_BUILDING,570000.0,6120,As new,Hyper equipped,,,,Yes,4.0,,,,,,Yes,874.0
13828,9603179,HOUSE,MIXED_USE_BUILDING,595000.0,3800,,Semi equipped,6.0,No,,Yes,2.0,,,,,,,
13829,9651884,HOUSE,MIXED_USE_BUILDING,2950000.0,1070,As new,,,,,Yes,2.0,,,,,,,2290.0
13830,9714445,HOUSE,MIXED_USE_BUILDING,375000.0,2490,,,6.0,No,20.0,Yes,2.0,,,,,,,541.0
13831,9726589,HOUSE,MIXED_USE_BUILDING,345000.0,3010,,,2.0,,,Yes,2.0,,,,,,Yes,170.0
13832,9709327,HOUSE,MIXED_USE_BUILDING,475000.0,9000,,,4.0,No,,Yes,2.0,,,,,,,60.0
13833,9427196,HOUSE,MIXED_USE_BUILDING,75000.0,6220,To renovate,,,No,,Yes,3.0,,,,,,,122.0
13834,9630007,HOUSE,MIXED_USE_BUILDING,120000.0,6220,To renovate,,2.0,No,,Yes,2.0,,,,,,,90.0
13835,9630006,HOUSE,MIXED_USE_BUILDING,120000.0,6220,To renovate,,2.0,No,,Yes,2.0,,,,,,,90.0
13836,7893869,HOUSE,MIXED_USE_BUILDING,195000.0,7100,To be done up,Not installed,5.0,No,,Yes,2.0,No,,,,,Yes,410.0
13837,9614912,HOUSE,MIXED_USE_BUILDING,215000.0,7370,Good,,2.0,No,,Yes,3.0,,,,,100.0,Yes,200.0
13838,9584072,HOUSE,MIXED_USE_BUILDING,265000.0,7024,To be done up,Semi equipped,6.0,No,,Yes,3.0,,,,,,Yes,
13839,9581856,HOUSE,MIXED_USE_BUILDING,279000.0,7700,Good,Installed,3.0,No,,Yes,2.0,No,,,,,Yes,795.0
13840,8129119,HOUSE,MIXED_USE_BUILDING,310000.0,4851,,,5.0,,,Yes,2.0,,,,,,,2811.0
13841,9512238,HOUSE,MIXED_USE_BUILDING,329000.0,6240,As new,,4.0,No,,Yes,3.0,,,,,,Yes,250.0
13842,9670836,HOUSE,MIXED_USE_BUILDING,368500.0,9860,To renovate,,4.0,,,Yes,4.0,,,,,,,591.0
13843,9581816,HOUSE,MIXED_USE_BUILDING,385000.0,3700,,Installed,3.0,No,35.0,Yes,2.0,,,,,,,356.0
13844,9591536,HOUSE,MIXED_USE_BUILDING,415000.0,7024,To be done up,Semi equipped,10.0,No,,Yes,3.0,,,,,,Yes,
13845,9672124,HOUSE,MIXED_USE_BUILDING,450000.0,8870,Good,,7.0,,,Yes,2.0,,,,,,Yes,604.0
13846,9658417,HOUSE,MIXED_USE_BUILDING,750000.0,1030,,,3.0,No,,Yes,,,,,,,,
13847,9651883,HOUSE,MIXED_USE_BUILDING,2350000.0,1070,As new,,,,,Yes,,,,,,,,200050.0
13848,9711093,HOUSE,MIXED_USE_BUILDING,190000.0,7340,Good,Not installed,,,,Yes,2.0,,,,,,,
13849,9728213,HOUSE,MIXED_USE_BUILDING,65000.0,4420,,,1.0,No,,Yes,2.0,,,,,,,60.0
13850,9686413,HOUSE,MIXED_USE_BUILDING,215000.0,3730,,Installed,2.0,,,Yes,3.0,,,,,,Yes,219.0
13851,9676732,HOUSE,MIXED_USE_BUILDING,294000.0,2800,,,2.0,,,Yes,,,,Yes,South West,,,265.0
13852,9612674,HOUSE,MIXED_USE_BUILDING,295000.0,9300,To renovate,,,No,,Yes,2.0,,,,,,,70.0
13853,9464273,HOUSE,MIXED_USE_BUILDING,535000.0,1070,Good,Hyper equipped,5.0,No,15.0,Yes,2.0,No,,,,,,
13854,9418986,HOUSE,MIXED_USE_BUILDING,585000.0,1070,Good,,4.0,No,,Yes,2.0,,,,,,,
13855,9664801,HOUSE,MIXED_USE_BUILDING,620000.0,8610,Good,,5.0,No,,Yes,4.0,,,,,,,3509.0
13856,9313577,HOUSE,MIXED_USE_BUILDING,650000.0,1060,To be done up,,5.0,No,,Yes,2.0,,,,,,,188.0
13857,9416910,HOUSE,MIXED_USE_BUILDING,725000.0,1060,To renovate,,5.0,No,25.0,Yes,2.0,,,,,,,300.0
13858,9711908,HOUSE,MIXED_USE_BUILDING,260000.0,7190,Good,Installed,3.0,,,Yes,2.0,,,,,,,120.0
13859,9729665,HOUSE,MIXED_USE_BUILDING,750000.0,5500,Just renovated,Installed,1.0,,,Yes,4.0,,,,,,Yes,1000.0
13860,9723524,HOUSE,MIXED_USE_BUILDING,275000.0,8380,To be done up,,4.0,No,,Yes,2.0,,,,,,Yes,150.0
13861,9646729,HOUSE,MIXED_USE_BUILDING,130000.0,6460,,Installed,3.0,No,8.0,Yes,2.0,,,,,,,50.0
13862,9189076,HOUSE,MIXED_USE_BUILDING,199000.0,5650,Good,,,,,Yes,3.0,,,,,,,
13863,9487444,HOUSE,MIXED_USE_BUILDING,219000.0,6041,To be done up,,6.0,No,,Yes,2.0,,,,,,,222.0
13864,9291794,HOUSE,MIXED_USE_BUILDING,220000.0,7110,To restore,,,No,,Yes,2.0,No,,,,,,500.0
13865,9603993,HOUSE,MIXED_USE_BUILDING,295000.0,7620,Good,,1.0,Yes,,Yes,4.0,,,Yes,West,,Yes,1415.0
13866,9551452,HOUSE,MIXED_USE_BUILDING,340000.0,8930,To be done up,Semi equipped,4.0,No,,Yes,3.0,No,,,,,Yes,320.0
13867,9359489,HOUSE,MIXED_USE_BUILDING,420000.0,6000,Good,,3.0,,,Yes,2.0,,,,,,,213.0
13868,8518023,HOUSE,MIXED_USE_BUILDING,600000.0,9600,,,,,,Yes,,,,Yes,South,,,1209.0
13869,9688092,HOUSE,MIXED_USE_BUILDING,710000.0,8530,To renovate,,4.0,No,,Yes,,No,,,,,,1093.0
13870,9551883,HOUSE,MIXED_USE_BUILDING,750000.0,5000,Good,Installed,3.0,,,Yes,2.0,,,,,,,280.0
13871,9325730,HOUSE,MIXED_USE_BUILDING,935000.0,6111,,Installed,12.0,Yes,60.0,Yes,4.0,No,,,,,,4648.0
13872,9314200,HOUSE,MIXED_USE_BUILDING,2100000.0,4000,As new,,13.0,,,Yes,3.0,,,,,,,247.0
13873,9717407,HOUSE,MIXED_USE_BUILDING,79900.0,6220,To renovate,,2.0,,,Yes,2.0,,,,,,,83.0
13874,9717398,HOUSE,MIXED_USE_BUILDING,185000.0,6010,Just renovated,,,,,Yes,2.0,,,,,,,285.0
13875,9646641,HOUSE,MIXED_USE_BUILDING,180000.0,7812,,,3.0,No,,Yes,,,,,,,Yes,
13876,9609231,HOUSE,MIXED_USE_BUILDING,195000.0,9981,,Not installed,3.0,,,Yes,3.0,,,,,,Yes,335.0
13877,9528498,HOUSE,MIXED_USE_BUILDING,220000.0,8820,,,2.0,No,,Yes,,,,,,,Yes,134.0
13878,8469375,HOUSE,MIXED_USE_BUILDING,239000.0,7390,Good,,2.0,,,Yes,,,,,,,Yes,
13879,9686522,HOUSE,MIXED_USE_BUILDING,249000.0,4020,To renovate,,2.0,No,,Yes,2.0,,,,,,,
13880,9693435,HOUSE,MIXED_USE_BUILDING,349000.0,4880,,,5.0,No,,Yes,3.0,,,,,,Yes,180.0
13881,9538776,HOUSE,MIXED_USE_BUILDING,375000.0,2880,,Installed,4.0,,,Yes,3.0,,,,,,Yes,161.0
13882,9544786,HOUSE,MIXED_USE_BUILDING,495000.0,2880,,Semi equipped,4.0,,64.0,Yes,2.0,,,,,,,265.0
13883,9186058,HOUSE,MIXED_USE_BUILDING,638000.0,2610,,,4.0,No,,Yes,,,,Yes,North West,,,130.0
13884,9586994,HOUSE,MIXED_USE_BUILDING,695000.0,4340,As new,USA hyper equipped,4.0,,25.0,Yes,4.0,,,,,130.0,,800.0
13885,9651919,HOUSE,MIXED_USE_BUILDING,849000.0,1180,Good,USA installed,3.0,,70.0,Yes,3.0,,,,,,,170.0
13886,9608598,HOUSE,MIXED_USE_BUILDING,2650000.0,8501,As new,Installed,,,,Yes,,No,,,,,,1168.0
13887,9716018,HOUSE,MIXED_USE_BUILDING,2500000.0,3000,,,8.0,,,Yes,2.0,,,,,,,196.0
13888,8757673,HOUSE,MIXED_USE_BUILDING,135000.0,7500,To renovate,,1.0,,,Yes,1.0,,,,,,,56.0
13889,9658818,HOUSE,MIXED_USE_BUILDING,145000.0,5630,,Installed,2.0,No,,Yes,2.0,,,,,,,345.0
13890,9581892,HOUSE,MIXED_USE_BUILDING,235000.0,7900,To renovate,Semi equipped,6.0,No,,Yes,2.0,,,,,,,149.0
13891,8941752,HOUSE,MIXED_USE_BUILDING,240000.0,6880,To renovate,,4.0,,,Yes,3.0,,,,,,,636.0
13892,9689839,HOUSE,MIXED_USE_BUILDING,249000.0,2400,Good,Hyper equipped,2.0,No,,Yes,3.0,,,,,,,
13893,9484898,HOUSE,MIXED_USE_BUILDING,270000.0,6791,,,2.0,,,Yes,2.0,,,,,,,189.0
13894,9364722,HOUSE,MIXED_USE_BUILDING,425000.0,3910,,Semi equipped,2.0,No,,Yes,2.0,,,,,,Yes,
13895,9663367,HOUSE,MIXED_USE_BUILDING,450000.0,4800,Good,,4.0,,,Yes,2.0,,,,,,,323.0
13896,9556433,HOUSE,MIXED_USE_BUILDING,450000.0,8880,,Installed,3.0,,20.0,Yes,,,,,,,,732.0
13897,9711152,HOUSE,MIXED_USE_BUILDING,215000.0,3730,,Installed,2.0,,,Yes,3.0,,,,,,Yes,219.0
13898,9688692,HOUSE,MIXED_USE_BUILDING,95000.0,7880,To renovate,,3.0,,,Yes,2.0,,,,,,,445.0
13899,9665240,HOUSE,MIXED_USE_BUILDING,120000.0,6590,,Installed,,No,,Yes,2.0,,,,,,Yes,620.0
13900,9616463,HOUSE,MIXED_USE_BUILDING,220000.0,7900,,Installed,2.0,,,Yes,2.0,,,,,,,
13901,9247573,HOUSE,MIXED_USE_BUILDING,225000.0,6460,,,,No,,Yes,,,,,,,,142.0
13902,9513260,HOUSE,MIXED_USE_BUILDING,249000.0,4020,To renovate,Not installed,4.0,,37.0,Yes,2.0,,,,,,,
13903,9552963,HOUSE,MIXED_USE_BUILDING,265000.0,2070,,,3.0,No,,Yes,,,,,,,,203.0
13904,9253862,HOUSE,MIXED_USE_BUILDING,280000.0,6000,,,5.0,No,,Yes,,,,,,,,216.0
13905,9406922,HOUSE,MIXED_USE_BUILDING,285000.0,7140,,Installed,5.0,,,Yes,,,,,,,,140.0
