,Immoweb ID,Property type,property sub-type,Price,Post code,Building condition,Kitchen type,Bedrooms,Furnished,Terrace surface,Tenement building,Number of frontages,Swimming pool,How many fireplaces?,Garden,Garden orientation,Garden surface,Terrace,Surface of the plot
0,9729720,APARTMENT,PENTHOUSE,179000.0,1140,Good,Semi equipped,1.0,Yes,9.0,No,,,,,,,,
1,9729785,APARTMENT,PENTHOUSE,255000.0,8370,Good,Installed,1.0,Yes,46.0,No,2.0,,,,,,,
2,9729784,APARTMENT,PENTHOUSE,255000.0,8370,Good,Installed,1.0,Yes,46.0,No,2.0,,,,,,,
3,9729780,APARTMENT,PENTHOUSE,620000.0,8370,Good,Installed,3.0,Yes,70.0,No,2.0,,,,,,,
4,9727201,APARTMENT,PENTHOUSE,379000.0,1020,Good,USA hyper equipped,2.0,No,110.0,No,3.0,No,,,,,,
5,9727139,APARTMENT,PENTHOUSE,650000.0,1170,Good,Hyper equipped,3.0,No,31.0,No,4.0,No,,,,,,
6,9727340,APARTMENT,PENTHOUSE,1450000.0,1180,,,,,,No,,,,,,,,
7,9727352,APARTMENT,PENTHOUSE,1900000.0,1060,,,,,,No,,,,,,,,
8,9725914,APARTMENT,PENTHOUSE,345000.0,1090,As new,USA hyper equipped,2.0,No,31.0,No,4.0,Yes,1.0,,,,,
9,9725517,APARTMENT,PENTHOUSE,458000.0,1180,,,,,,No,,,,,,,,
10,9724579,APARTMENT,PENTHOUSE,189500.0,2870,,,,,,No,,,,,,,,
11,9723417,APARTMENT,PENTHOUSE,525000.0,1160,Good,Installed,2.0,No,80.0,No,3.0,No,,,,,,
12,9729475,APARTMENT,PENTHOUSE,499000.0,1190,As new,USA hyper equipped,3.0,No,11.0,No,2.0,No,,,,,,
13,9716762,APARTMENT,PENTHOUSE,285000.0,2220,,,,,,No,,,,,,,,
14,9716698,APARTMENT,PENTHOUSE,294500.0,9300,,,,,,No,,,,,,,,
15,9714965,APARTMENT,PENTHOUSE,445000.0,1180,,,,,,No,,,,,,,,
16,9716200,APARTMENT,PENTHOUSE,458000.0,1180,,,,,,No,,,,,,,,
17,9715013,APARTMENT,PENTHOUSE,575000.0,1180,,,,,,No,,,,,,,,
18,9710989,APARTMENT,PENTHOUSE,345900.0,1120,,,,,,No,,,,,,,,
20,9709499,APARTMENT,PENTHOUSE,230000.0,9300,,,,,,No,,,,,,,,
21,9709484,APARTMENT,PENTHOUSE,299000.0,9300,,,,,,No,,,,,,,,
22,9708560,APARTMENT,PENTHOUSE,304000.0,1050,,,,,,No,,,,,,,,
23,9710088,APARTMENT,PENTHOUSE,319500.0,1420,,,,,,No,,,,,,,,
24,9717709,APARTMENT,PENTHOUSE,995000.0,2320,As new,Installed,4.0,No,,No,3.0,,1.0,Yes,West,,,
25,9671802,APARTMENT,PENTHOUSE,369000.0,1435,As new,USA installed,2.0,No,25.0,No,,No,,,,,,
26,9693428,APARTMENT,PENTHOUSE,389000.0,1200,As new,USA hyper equipped,2.0,,12.0,No,2.0,No,,,,,,
27,9634183,APARTMENT,PENTHOUSE,445000.0,1410,As new,USA hyper equipped,2.0,,84.0,No,4.0,No,,,,,,
28,9353900,APARTMENT,PENTHOUSE,445000.0,1410,As new,Not installed,2.0,No,85.0,No,,,,,,,,
29,8312581,APARTMENT,PENTHOUSE,455000.0,1410,As new,Not installed,3.0,No,15.0,No,,,,,,,,
30,9079055,APARTMENT,PENTHOUSE,549000.0,1060,As new,USA hyper equipped,3.0,No,,No,3.0,No,,,,,,
31,9666661,APARTMENT,PENTHOUSE,700000.0,1200,As new,Hyper equipped,2.0,No,81.0,No,4.0,No,,,,,,
32,9217375,APARTMENT,PENTHOUSE,1450000.0,1180,As new,USA hyper equipped,3.0,No,134.0,No,4.0,No,,,,,,
33,9683441,APARTMENT,PENTHOUSE,2500000.0,1050,As new,Hyper equipped,4.0,No,111.0,No,4.0,No,,,,,,
34,8952406,APARTMENT,PENTHOUSE,2500000.0,1050,As new,USA hyper equipped,4.0,No,111.0,No,2.0,No,,,,,,
35,8935749,APARTMENT,PENTHOUSE,2500000.0,1050,As new,USA hyper equipped,4.0,No,111.0,No,2.0,No,,,,,,
36,9687066,APARTMENT,PENTHOUSE,285000.0,9300,,Installed,2.0,No,21.0,No,,,,,,,,
37,9714940,APARTMENT,PENTHOUSE,598000.0,1140,As new,USA hyper equipped,3.0,No,103.0,No,2.0,No,,,,26.0,,
38,9554723,APARTMENT,PENTHOUSE,79000.0,5370,Good,Semi equipped,2.0,No,,No,,,,,,,,
39,9535621,APARTMENT,PENTHOUSE,124000.0,5060,,,,,,No,,,,,,,,
40,9572067,APARTMENT,PENTHOUSE,139000.0,7800,,,,,,No,,,,,,,,
41,9532333,APARTMENT,PENTHOUSE,140000.0,7500,,,,,,No,,,,,,,,
42,9363798,APARTMENT,PENTHOUSE,165195.0,5000,,,,,,No,,,,,,,,
43,9474420,APARTMENT,PENTHOUSE,169000.0,2370,,,,,,No,,,,,,,,
44,8651556,APARTMENT,PENTHOUSE,176000.0,4020,,,,,,No,,,,,,,,
45,9700445,APARTMENT,PENTHOUSE,180000.0,1000,,,,,,No,,,,,,,,
46,9698917,APARTMENT,PENTHOUSE,185000.0,1070,,,,,,No,,,,,,,,
47,9686181,APARTMENT,PENTHOUSE,186000.0,1435,,,,,,No,,,,,,,,
48,7677356,APARTMENT,PENTHOUSE,187500.0,7100,,,,,,No,,,,,,,,
49,9602631,APARTMENT,PENTHOUSE,197900.0,2500,,,,,,No,,,,,,,,
50,9281516,APARTMENT,PENTHOUSE,198000.0,1160,,,,,,No,,,,,,,,
51,9409643,APARTMENT,PENTHOUSE,199000.0,2880,,,,,,No,,,,,,,,
52,9594841,APARTMENT,PENTHOUSE,199000.0,4590,Good,Semi equipped,2.0,No,42.0,No,,,,,,,,
54,9472947,APARTMENT,PENTHOUSE,202000.0,2250,,,,,,No,,,,,,,,
55,8638255,APARTMENT,PENTHOUSE,204000.0,8530,,,,,,No,,,,,,,,
56,9595101,APARTMENT,PENTHOUSE,209900.0,2220,,,,,,No,,,,,,,,
57,9659460,APARTMENT,PENTHOUSE,210000.0,1030,,,,,,No,,,,,,,,
58,9581766,APARTMENT,PENTHOUSE,215000.0,2018,,,,,,No,,,,,,,,
59,9180002,APARTMENT,PENTHOUSE,217813.0,2570,,,,,,No,,,,,,,,
60,9692450,APARTMENT,PENTHOUSE,219500.0,4280,Good,Installed,2.0,No,9.0,No,4.0,,,,,,,
61,9159753,APARTMENT,PENTHOUSE,225000.0,8610,,,,,,No,,,,,,,,
62,9655675,APARTMENT,PENTHOUSE,230000.0,1140,,,,,,No,,,,,,,,
63,9276260,APARTMENT,PENTHOUSE,231525.0,1180,,,,,,No,,,,,,,,
64,9189605,APARTMENT,PENTHOUSE,239000.0,8370,,,,,,No,,,,,,,,
65,8654131,APARTMENT,PENTHOUSE,240000.0,1500,,,,,,No,,,,,,,,
66,8642585,APARTMENT,PENTHOUSE,245000.0,8450,,,,,,No,,,,,,,,
67,9629561,APARTMENT,PENTHOUSE,249500.0,1420,,,,,,No,,,,,,,,
68,9547518,APARTMENT,PENTHOUSE,249500.0,1420,,,,,,No,,,,,,,,
69,9547418,APARTMENT,PENTHOUSE,249500.0,1420,,,,,,No,,,,,,,,
70,9629468,APARTMENT,PENTHOUSE,259500.0,1420,,,,,,No,,,,,,,,
71,9547564,APARTMENT,PENTHOUSE,259500.0,1420,,,,,,No,,,,,,,,
72,8541987,APARTMENT,PENTHOUSE,260000.0,1340,,,,,,No,,,,,,,,
73,9252961,APARTMENT,PENTHOUSE,265000.0,1070,,,,,,No,,,,,,,,
74,9629424,APARTMENT,PENTHOUSE,265000.0,1420,,,,,,No,,,,,,,,
75,9691876,APARTMENT,PENTHOUSE,275520.0,1470,,,,,,No,,,,,,,,
76,9629540,APARTMENT,PENTHOUSE,279000.0,1300,,,,,,No,,,,,,,,
77,9662650,APARTMENT,PENTHOUSE,279500.0,1090,,,,,,No,,,,,,,,
78,9679258,APARTMENT,PENTHOUSE,283000.0,1140,,,,,,No,,,,,,,,
79,9597143,APARTMENT,PENTHOUSE,284500.0,2801,,,,,,No,,,,,,,,
80,9703392,APARTMENT,PENTHOUSE,285000.0,1341,,,,,,No,,,,,,,,
81,9509971,APARTMENT,PENTHOUSE,285000.0,1348,,,,,,No,,,,,,,,
82,9679227,APARTMENT,PENTHOUSE,299000.0,1140,,,,,,No,,,,,,,,
83,9327466,APARTMENT,PENTHOUSE,299000.0,8200,,,,,,No,,,,,,,,
84,9548645,APARTMENT,PENTHOUSE,302000.0,2800,,,,,,No,,,,,,,,
85,9472714,APARTMENT,PENTHOUSE,315000.0,1932,Good,USA hyper equipped,2.0,No,9.0,No,2.0,,,,,,,
86,8828835,APARTMENT,PENTHOUSE,315000.0,8370,,,,,,No,,,,,,,,
87,9659378,APARTMENT,PENTHOUSE,315000.0,9400,As new,Hyper equipped,2.0,,28.0,No,2.0,,,,,,,
88,9130415,APARTMENT,PENTHOUSE,318500.0,8490,,,,,,No,,,,,,,,
89,9673139,APARTMENT,PENTHOUSE,319000.0,2160,,,,,,No,,,,,,,,
90,9670779,APARTMENT,PENTHOUSE,319000.0,2200,,,,,,No,,,,,,,,
91,9542069,APARTMENT,PENTHOUSE,335000.0,2460,,,,,,No,,,,,,,,
92,9325281,APARTMENT,PENTHOUSE,340697.0,2830,,,,,,No,,,,,,,,
93,9493153,APARTMENT,PENTHOUSE,344000.0,1200,,,,,,No,,,,,,,,
94,9693032,APARTMENT,PENTHOUSE,362350.0,9300,,,,,,No,,,,,,,,
95,9348575,APARTMENT,PENTHOUSE,369000.0,1200,As new,Hyper equipped,2.0,No,30.0,No,2.0,No,,,,,,
96,9173496,APARTMENT,PENTHOUSE,383250.0,2550,,,,,,No,,,,,,,,
97,9099090,APARTMENT,PENTHOUSE,394500.0,9000,,,,,,No,,,,,,,,
98,9629441,APARTMENT,PENTHOUSE,395000.0,1410,,,,,,No,,,,,,,,
99,9520499,APARTMENT,PENTHOUSE,399000.0,4620,As new,Hyper equipped,4.0,No,276.0,No,3.0,No,,,,,,
100,9509955,APARTMENT,PENTHOUSE,442000.0,1340,,,,,,No,,,,,,,,
101,9547370,APARTMENT,PENTHOUSE,465000.0,1050,,,,,,No,,,,,,,,
102,9687314,APARTMENT,PENTHOUSE,470000.0,1000,,,,,,No,,,,,,,,
103,9636671,APARTMENT,PENTHOUSE,475000.0,1200,Good,USA semi equipped,3.0,No,30.0,No,,No,,,,,,
104,8889382,APARTMENT,PENTHOUSE,478000.0,1200,,,,,,No,,,,,,,,
105,9655603,APARTMENT,PENTHOUSE,481000.0,1200,,,,,,No,,,,,,,,
106,9494118,APARTMENT,PENTHOUSE,481000.0,1200,,,,,,No,,,,,,,,
107,9495068,APARTMENT,PENTHOUSE,539000.0,2000,,,,,,No,,,,,,,,
108,9072821,APARTMENT,PENTHOUSE,549000.0,1060,,,,,,No,,,,,,,,
109,9586037,APARTMENT,PENTHOUSE,565000.0,1180,,,,,,No,,,,,,,,
110,9441203,APARTMENT,PENTHOUSE,567000.0,1950,Good,Hyper equipped,3.0,No,12.0,No,3.0,No,1.0,,East,50.0,,
111,8862685,APARTMENT,PENTHOUSE,575000.0,1180,,,,,,No,,,,,,,,
112,9217364,APARTMENT,PENTHOUSE,575000.0,1180,,,,,,No,,,,,,,,
113,9217358,APARTMENT,PENTHOUSE,595000.0,1180,,,,,,No,,,,,,,,
114,9703414,APARTMENT,PENTHOUSE,610000.0,1341,,,,,,No,,,,,,,,
115,8944845,APARTMENT,PENTHOUSE,620000.0,1933,,,,,,No,,,,,,,,
116,9699657,APARTMENT,PENTHOUSE,690000.0,1150,To renovate,Installed,3.0,No,76.0,No,2.0,,,,,,,
117,9641216,APARTMENT,PENTHOUSE,750000.0,1040,,,,,,No,,,,,,,,
118,8736103,APARTMENT,PENTHOUSE,750000.0,1040,,,,,,No,,,,,,,,
119,9700520,APARTMENT,PENTHOUSE,750000.0,1040,,,,,,No,,,,,,,,
120,9702503,APARTMENT,PENTHOUSE,850000.0,1200,,,,,,No,,,,,,,,
121,9659478,APARTMENT,PENTHOUSE,980000.0,1040,,,,,,No,,,,,,,,
122,9109949,APARTMENT,PENTHOUSE,1100000.0,1050,,,,,,No,,,,,,,,
123,8617415,APARTMENT,PENTHOUSE,1395000.0,1050,,,,,,No,,,,,,,,
124,9500159,APARTMENT,PENTHOUSE,1450000.0,1180,,,,,,No,,,,,,,,
125,5537417,APARTMENT,PENTHOUSE,1450000.0,1180,,,,,,No,,,,,,,,
126,8808763,APARTMENT,PENTHOUSE,1645000.0,1050,,,,,,No,,,,,,,,
127,9331403,APARTMENT,PENTHOUSE,1695000.0,1180,,,,,,No,,,,,,,,
128,9690213,APARTMENT,PENTHOUSE,1900000.0,1050,,,,,,No,,,,,,,,
129,9565849,APARTMENT,PENTHOUSE,1900000.0,1050,,,,,,No,,,,,,,,
130,9565842,APARTMENT,PENTHOUSE,1900000.0,1060,,,,,,No,,,,,,,,
131,7438771,APARTMENT,PENTHOUSE,1950000.0,1000,,,,,,No,,,,,,,,
132,9711655,APARTMENT,PENTHOUSE,235000.0,9170,Good,Installed,2.0,No,6.0,No,2.0,,,,,,,
133,9708872,APARTMENT,PENTHOUSE,445000.0,1200,As new,Hyper equipped,3.0,No,28.0,No,2.0,No,,,,,,
134,9712984,APARTMENT,PENTHOUSE,410000.0,1120,Good,USA hyper equipped,2.0,No,111.0,No,2.0,No,,,,,,
135,9419875,APARTMENT,PENTHOUSE,144500.0,4000,,,,,,No,,,,,,,,
136,9419919,APARTMENT,PENTHOUSE,250800.0,4557,,,,,,No,,,,,,,,
137,9586988,APARTMENT,PENTHOUSE,190000.0,1200,To be done up,Installed,1.0,No,11.0,No,4.0,No,,,,,,
138,9447352,APARTMENT,PENTHOUSE,279000.0,4020,Good,USA semi equipped,2.0,No,45.0,No,2.0,No,,,,,,
139,9625674,APARTMENT,PENTHOUSE,295000.0,1120,As new,Installed,2.0,No,70.0,No,2.0,No,,,,,,
140,9584170,APARTMENT,PENTHOUSE,299000.0,1070,Good,Hyper equipped,2.0,No,,No,2.0,No,,,,,Yes,
141,9531447,APARTMENT,PENTHOUSE,325000.0,1070,As new,USA hyper equipped,3.0,No,10.0,No,2.0,No,,,,,,
142,9609924,APARTMENT,PENTHOUSE,329000.0,1200,As new,Hyper equipped,2.0,Yes,2.0,No,2.0,No,,,,,,
143,9563923,APARTMENT,PENTHOUSE,375000.0,1200,As new,Installed,2.0,No,39.0,No,2.0,No,,,,,,
144,9228239,APARTMENT,PENTHOUSE,450000.0,1000,As new,Hyper equipped,1.0,Yes,17.0,No,2.0,No,,,,,,
145,9702945,APARTMENT,PENTHOUSE,498000.0,1200,As new,USA hyper equipped,2.0,No,50.0,No,3.0,No,,,,,,
146,9607277,APARTMENT,PENTHOUSE,565000.0,2000,As new,Hyper equipped,2.0,No,25.0,No,3.0,,,,,,,
147,9694698,APARTMENT,PENTHOUSE,599000.0,1150,To be done up,Hyper equipped,3.0,No,64.0,No,3.0,No,,,,,,
148,9644022,APARTMENT,PENTHOUSE,699000.0,1050,Just renovated,USA hyper equipped,3.0,No,18.0,No,2.0,No,,,,,,
149,9422049,APARTMENT,PENTHOUSE,1290000.0,1180,To be done up,Semi equipped,5.0,No,250.0,No,4.0,No,,,,,,
150,8848361,APARTMENT,PENTHOUSE,1950000.0,1000,As new,USA hyper equipped,3.0,No,66.0,No,2.0,No,,,,,,
151,9502075,APARTMENT,PENTHOUSE,4850000.0,8300,As new,Hyper equipped,3.0,Yes,90.0,No,2.0,No,,,,,,
152,9464780,APARTMENT,PENTHOUSE,270000.0,4400,,Not installed,3.0,No,,No,4.0,,,,,,Yes,
153,9464779,APARTMENT,PENTHOUSE,270000.0,4400,,Not installed,3.0,No,,No,4.0,,,,,,Yes,
154,9346040,APARTMENT,PENTHOUSE,270000.0,4400,,Not installed,3.0,No,12.0,No,4.0,,,,South East,528.0,,
155,9346039,APARTMENT,PENTHOUSE,270000.0,4400,,Not installed,3.0,No,12.0,No,4.0,,,,South West,200.0,,
156,9716656,APARTMENT,PENTHOUSE,795000.0,9320,Good,Hyper equipped,3.0,No,,No,3.0,,,,,,Yes,
157,8950148,APARTMENT,PENTHOUSE,1550000.0,1933,As new,Hyper equipped,4.0,No,85.0,No,2.0,No,,,,,,
158,8950252,APARTMENT,PENTHOUSE,1750000.0,1933,As new,Hyper equipped,3.0,No,122.0,No,2.0,No,,,,,,
159,8943103,APARTMENT,PENTHOUSE,2950000.0,1933,As new,Hyper equipped,3.0,No,85.0,No,2.0,No,,,,,,
160,9698614,APARTMENT,PENTHOUSE,249000.0,1080,Good,Installed,1.0,No,44.0,No,3.0,,,,,,,
161,9641252,APARTMENT,PENTHOUSE,445000.0,1080,Good,Installed,2.0,No,140.0,No,2.0,No,,,,,,
162,9727600,APARTMENT,PENTHOUSE,499000.0,1190,,,,,,No,,,,,,,,
163,9303319,APARTMENT,PENTHOUSE,270000.0,1210,Just renovated,USA hyper equipped,2.0,No,,No,2.0,No,,,,,,
164,9662757,APARTMENT,PENTHOUSE,385000.0,1090,As new,Hyper equipped,2.0,No,8.0,No,3.0,No,,,,,,
165,9601079,APARTMENT,PENTHOUSE,545000.0,1180,As new,USA hyper equipped,2.0,No,20.0,No,,No,,,,,,
167,9073373,APARTMENT,PENTHOUSE,980000.0,1040,As new,USA hyper equipped,3.0,No,16.0,No,2.0,No,,,,,,
168,9073360,APARTMENT,PENTHOUSE,990000.0,1040,As new,USA hyper equipped,3.0,No,23.0,No,2.0,No,,,,,,
169,9700280,APARTMENT,PENTHOUSE,1350000.0,1180,As new,USA hyper equipped,3.0,,36.0,No,,No,,,,,,
170,9700277,APARTMENT,PENTHOUSE,1450000.0,1180,As new,USA hyper equipped,3.0,,135.0,No,4.0,No,,,,,,
171,9365072,APARTMENT,PENTHOUSE,1450000.0,1180,As new,USA hyper equipped,3.0,No,135.0,No,4.0,No,,,,,,
172,9350594,APARTMENT,PENTHOUSE,2150000.0,1180,As new,USA hyper equipped,3.0,No,100.0,No,4.0,No,,,,,,
173,9727348,APARTMENT,PENTHOUSE,1249000.0,1000,As new,USA semi equipped,4.0,No,73.0,No,3.0,No,,,,,,
174,9717705,APARTMENT,PENTHOUSE,949000.0,3920,As new,Installed,3.0,No,,No,,,,,,,,
175,9396774,APARTMENT,PENTHOUSE,415000.0,1000,As new,USA hyper equipped,2.0,No,60.0,No,2.0,No,,,,,,
176,8848345,APARTMENT,PENTHOUSE,975000.0,1040,Just renovated,Hyper equipped,3.0,No,25.0,No,2.0,No,,,,,,
177,8894072,APARTMENT,PENTHOUSE,1350000.0,1180,As new,USA hyper equipped,3.0,No,36.0,No,,No,,,,,,
178,9681871,APARTMENT,PENTHOUSE,249500.0,7100,,USA hyper equipped,3.0,No,9.0,No,4.0,,,,,,,
179,9610367,APARTMENT,PENTHOUSE,250000.0,7100,,USA hyper equipped,3.0,No,15.0,No,4.0,,,,,,,
180,9716693,APARTMENT,PENTHOUSE,295000.0,9300,Good,Installed,2.0,No,16.0,No,2.0,,,,,,,
181,9681974,APARTMENT,PENTHOUSE,327500.0,7100,,USA hyper equipped,3.0,No,56.0,No,4.0,,,,,,,
182,9579611,APARTMENT,PENTHOUSE,439500.0,1420,,USA hyper equipped,2.0,No,19.0,No,4.0,No,,,,,,
183,9695421,APARTMENT,PENTHOUSE,445000.0,1130,,USA hyper equipped,3.0,No,43.0,No,4.0,,,,,,,
184,9695422,APARTMENT,PENTHOUSE,445000.0,1140,,USA hyper equipped,3.0,No,43.0,No,4.0,,,,,,,
185,9680608,APARTMENT,PENTHOUSE,555000.0,1180,,USA hyper equipped,2.0,No,75.0,No,4.0,,,,,,,
186,9026225,APARTMENT,PENTHOUSE,555000.0,1180,,USA hyper equipped,2.0,No,75.0,No,4.0,,,,,,,
188,9690210,APARTMENT,PENTHOUSE,699000.0,1050,As new,Installed,2.0,,39.0,No,,No,,,,,,
189,9610777,APARTMENT,PENTHOUSE,1295000.0,9000,As new,,3.0,No,120.0,No,,No,,Yes,South,,,
190,9248715,APARTMENT,PENTHOUSE,1395000.0,1150,As new,USA hyper equipped,4.0,No,68.0,No,2.0,,,,,,,
191,8973594,APARTMENT,PENTHOUSE,1900000.0,1050,,USA hyper equipped,3.0,No,59.0,No,2.0,,,,,,,
192,9729531,APARTMENT,PENTHOUSE,444900.0,8370,As new,Hyper equipped,2.0,No,12.0,No,2.0,No,,,,,,
193,9530513,APARTMENT,PENTHOUSE,79000.0,5370,Good,Semi equipped,1.0,No,,No,,,,,,,,
194,9634127,APARTMENT,PENTHOUSE,425000.0,4000,As new,Hyper equipped,3.0,,19.0,No,3.0,,,,,,,
195,9636073,APARTMENT,PENTHOUSE,425000.0,4020,As new,Hyper equipped,3.0,,19.0,No,3.0,,,,,,,
196,9695062,APARTMENT,PENTHOUSE,545000.0,1150,Good,Installed,3.0,No,,No,2.0,No,,,,,Yes,
197,9620036,APARTMENT,PENTHOUSE,625000.0,1160,As new,USA hyper equipped,3.0,Yes,25.0,No,2.0,,,,,,,
198,9667098,APARTMENT,PENTHOUSE,1395000.0,1000,As new,USA semi equipped,3.0,No,40.0,No,3.0,No,,,,,,
199,9557383,APARTMENT,PENTHOUSE,2470000.0,8300,Good,USA hyper equipped,2.0,No,90.0,No,2.0,No,,,,,,
200,9723837,APARTMENT,PENTHOUSE,795000.0,1332,As new,Installed,4.0,No,38.0,No,3.0,No,,,,1.0,,
201,9671849,APARTMENT,PENTHOUSE,270000.0,8200,As new,Hyper equipped,1.0,No,,No,,No,,,,,,
202,9729964,APARTMENT,PENTHOUSE,850000.0,1000,As new,Hyper equipped,3.0,,43.0,No,3.0,,,,,,,
203,9573552,APARTMENT,PENTHOUSE,280000.0,1140,Good,USA installed,2.0,No,8.0,No,,No,,,,,,
204,9646602,APARTMENT,PENTHOUSE,575000.0,1000,As new,USA hyper equipped,3.0,No,87.0,No,2.0,No,,,,,,
205,9142265,APARTMENT,PENTHOUSE,3800000.0,2000,As new,,5.0,,62.0,No,4.0,,1.0,,,,,
206,9715036,APARTMENT,PENTHOUSE,349000.0,1200,,,,,,No,,,,,,,,
207,9726922,APARTMENT,PENTHOUSE,455000.0,9000,,Installed,2.0,No,,No,2.0,,,,,,,
208,9614785,APARTMENT,PENTHOUSE,599000.0,1030,As new,USA hyper equipped,2.0,No,66.0,No,2.0,No,,,,,,
209,9167502,APARTMENT,PENTHOUSE,2500000.0,1050,As new,USA hyper equipped,4.0,No,111.0,No,2.0,No,,,,,,
210,9497835,APARTMENT,PENTHOUSE,219000.0,2590,Just renovated,Installed,2.0,,,No,,No,,,,,,
211,9645395,APARTMENT,PENTHOUSE,225000.0,1030,As new,Installed,1.0,No,12.0,No,,No,,,,,,
212,9688559,APARTMENT,PENTHOUSE,349000.0,1030,As new,Hyper equipped,2.0,No,56.0,No,2.0,No,,,,,,
213,9688560,APARTMENT,PENTHOUSE,349000.0,1140,As new,Hyper equipped,2.0,No,56.0,No,2.0,No,,,,,,
214,9589263,APARTMENT,PENTHOUSE,375000.0,1081,To renovate,Hyper equipped,3.0,No,160.0,No,,,,,,,,
215,9620317,APARTMENT,PENTHOUSE,435000.0,1000,Just renovated,USA hyper equipped,2.0,No,7.0,No,2.0,No,,,,,,
216,9487011,APARTMENT,PENTHOUSE,510000.0,1410,,Hyper equipped,2.0,No,20.0,No,3.0,,,,,,,
217,9689562,APARTMENT,PENTHOUSE,739000.0,9120,,,2.0,No,,No,,,,,,,,
218,9443269,APARTMENT,PENTHOUSE,2250000.0,8300,As new,USA hyper equipped,3.0,,,No,3.0,No,,,,,Yes,
219,9420199,APARTMENT,PENTHOUSE,2350000.0,8300,As new,USA hyper equipped,2.0,No,,No,2.0,No,,,,,Yes,
220,9724398,APARTMENT,PENTHOUSE,750000.0,1050,As new,Hyper equipped,3.0,No,62.0,No,,No,,,,,,
221,9614798,APARTMENT,PENTHOUSE,695000.0,1200,As new,USA hyper equipped,3.0,No,42.0,No,,No,,,,,,
222,9727346,APARTMENT,PENTHOUSE,525000.0,1050,As new,,1.0,No,22.0,No,2.0,,,,,,,
223,9727327,APARTMENT,PENTHOUSE,1700000.0,1060,As new,USA hyper equipped,3.0,No,59.0,No,,No,,,,,,
224,9281981,APARTMENT,PENTHOUSE,85000.0,8400,To be done up,Semi equipped,2.0,No,,No,,,,,,,,
225,9677676,APARTMENT,PENTHOUSE,179000.0,5500,As new,Hyper equipped,2.0,No,,No,,,,,,,,
226,9689221,APARTMENT,PENTHOUSE,245000.0,1000,As new,Installed,2.0,,,No,2.0,,,,,,Yes,
227,9510156,APARTMENT,PENTHOUSE,249000.0,9620,As new,Hyper equipped,2.0,No,10.0,No,,No,,,,,,
228,9339750,APARTMENT,PENTHOUSE,499000.0,8310,As new,Hyper equipped,2.0,No,28.0,No,,No,,,,,,
229,9623196,APARTMENT,PENTHOUSE,576479.0,1070,As new,Not installed,2.0,No,,No,2.0,,,,,,,
230,9716488,APARTMENT,PENTHOUSE,245000.0,1160,To renovate,USA installed,1.0,No,8.0,No,2.0,No,,,,,,
231,9687899,APARTMENT,PENTHOUSE,470000.0,1000,,USA hyper equipped,2.0,No,106.0,No,3.0,,,,,,,
232,7109363,APARTMENT,PENTHOUSE,189000.0,4500,,,,,,No,,,,,,,,
233,9629906,APARTMENT,PENTHOUSE,219000.0,9255,,,,,,No,,,,,,,,
234,9144296,APARTMENT,PENTHOUSE,233000.0,4100,,,,,,No,,,,,,,,
235,9027009,APARTMENT,PENTHOUSE,233000.0,4100,,,,,,No,,,,,,,,
236,9630848,APARTMENT,PENTHOUSE,245000.0,8560,,,,,,No,,,,,,,,
237,9205746,APARTMENT,PENTHOUSE,247000.0,2500,,,,,,No,,,,,,,,
238,9243930,APARTMENT,PENTHOUSE,265000.0,4633,,,,,,No,,,,,,,,
239,9252329,APARTMENT,PENTHOUSE,268000.0,8210,,,,,,No,,,,,,,,
240,8780691,APARTMENT,PENTHOUSE,298000.0,1140,,,,,,No,,,,,,,,
241,9534673,APARTMENT,PENTHOUSE,318400.0,1970,,,,,,No,,,,,,,,
242,9683472,APARTMENT,PENTHOUSE,377150.0,1410,,,,,,No,,,,,,,,
243,9704603,APARTMENT,PENTHOUSE,377150.0,1420,,,,,,No,,,,,,,,
244,9683457,APARTMENT,PENTHOUSE,377150.0,1420,,,,,,No,,,,,,,,
245,9318678,APARTMENT,PENTHOUSE,470000.0,1000,,,,,,No,,,,,,,,
246,9655595,APARTMENT,PENTHOUSE,1450000.0,1180,,,,,,No,,,,,,,,
247,9727349,APARTMENT,PENTHOUSE,489000.0,1160,As new,Installed,2.0,,10.0,No,,,,,,,,
248,9727345,APARTMENT,PENTHOUSE,799000.0,1160,As new,Installed,3.0,,20.0,No,,No,,,,,,
249,9729439,APARTMENT,PENTHOUSE,1790000.0,1170,As new,USA hyper equipped,3.0,No,25.0,No,3.0,No,,,,,,
250,9627672,APARTMENT,PENTHOUSE,230000.0,1180,To be done up,USA hyper equipped,2.0,,8.0,No,,,,,,,,
251,9646940,APARTMENT,PENTHOUSE,350000.0,4000,,USA hyper equipped,2.0,No,7.0,No,,,,,,,,
252,9725527,APARTMENT,PENTHOUSE,489000.0,1050,As new,Installed,2.0,,10.0,No,,,,,,,,
253,9725533,APARTMENT,PENTHOUSE,699000.0,1160,As new,Installed,2.0,,39.0,No,,,,,,,,
254,9724171,APARTMENT,PENTHOUSE,350000.0,9300,As new,Hyper equipped,2.0,No,69.0,No,,No,,,,,,
255,9706439,APARTMENT,PENTHOUSE,344000.0,1400,,Installed,3.0,No,14.0,No,4.0,,,,,,,
256,9705275,APARTMENT,PENTHOUSE,199000.0,1030,As new,Installed,1.0,No,5.0,No,2.0,,,,,,,
